                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                0.54358,                0.54487,                 0.9614,                0.98592,                 0.9805,                0.99234,                0.92325,                0.36866,                0.29686,                0.82079,             0.00040611,             0.00040611,             0.00040611
                    146,                 0.5594,                0.53115,                0.96373,                0.98985,                0.97183,                0.99133,                0.91912,                0.37061,                0.29124,                0.81762,             0.00040357,             0.00040357,             0.00040357
                    147,                 0.5486,                0.54904,                0.96732,                0.98901,                0.97974,                0.99195,                0.91971,                0.38198,                0.30156,                0.82147,             0.00040103,             0.00040103,             0.00040103
                    148,                0.55105,                0.54201,                0.96153,                0.99142,                0.97743,                0.99193,                0.92395,                0.36627,                 0.2903,                0.81774,              0.0003985,              0.0003985,              0.0003985
                    149,                0.56072,                 0.5469,                0.96242,                0.98748,                0.97914,                0.99116,                0.91167,                0.38575,                0.29813,                0.82371,             0.00039596,             0.00039596,             0.00039596
                    150,                0.55424,                0.53787,                0.96817,                0.98582,                0.97921,                0.99162,                0.92489,                0.37229,                 0.2939,                0.81926,             0.00039342,             0.00039342,             0.00039342
                    151,                 0.5389,                 0.5391,                0.95531,                0.99114,                0.97203,                 0.9916,                0.91784,                0.37113,                0.29635,                0.81846,             0.00039088,             0.00039088,             0.00039088
                    152,                0.55814,                0.53875,                0.96438,                0.99347,                0.97717,                0.99242,                0.92129,                0.37497,                0.29043,                0.81878,             0.00038835,             0.00038835,             0.00038835
                    153,                0.53662,                0.52605,                0.95197,                0.99108,                0.98165,                0.99232,                0.91732,                0.37519,                0.28884,                0.81724,             0.00038581,             0.00038581,             0.00038581
                    154,                0.53435,                0.52882,                0.95179,                0.99259,                0.97645,                0.99157,                0.92495,                0.36621,                0.28449,                0.81443,             0.00038327,             0.00038327,             0.00038327
                    155,                0.53573,                0.52295,                0.95679,                 0.9887,                0.98073,                0.99285,                0.92762,                0.35717,                0.28173,                0.81459,             0.00038073,             0.00038073,             0.00038073
                    156,                0.53572,                0.51128,                0.95518,                 0.9866,                0.97932,                0.99199,                0.92231,                0.36422,                0.28416,                0.81411,             0.00037819,             0.00037819,             0.00037819
                    157,                0.53619,                0.51222,                0.95113,                0.98878,                0.97966,                0.99204,                0.92937,                 0.3598,                0.28017,                 0.8118,             0.00037566,             0.00037566,             0.00037566
                    158,                0.54229,                0.52173,                  0.956,                0.99425,                0.98051,                0.99218,                0.92676,                0.35683,                 0.2793,                0.81397,             0.00037312,             0.00037312,             0.00037312
                    159,                0.52782,                0.50406,                0.94359,                0.99114,                0.98129,                0.99224,                0.92645,                0.35717,                0.28005,                0.81491,             0.00037058,             0.00037058,             0.00037058
                    160,                0.52041,                 0.4996,                0.94681,                0.98957,                0.98425,                0.99312,                  0.927,                 0.3597,                0.28224,                0.81443,             0.00036804,             0.00036804,             0.00036804
                    161,                0.51395,                 0.5009,                0.94358,                0.99195,                0.98078,                0.99294,                0.92644,                0.35748,                0.28203,                0.81413,             0.00036551,             0.00036551,             0.00036551
                    162,                0.51281,                 0.4919,                0.94458,                0.99622,                0.97847,                 0.9933,                0.93028,                0.35086,                0.27486,                0.81102,             0.00036297,             0.00036297,             0.00036297
                    163,                0.52604,                 0.5232,                0.95685,                0.98981,                0.98081,                0.99295,                0.92699,                0.35291,                0.28282,                0.81287,             0.00036043,             0.00036043,             0.00036043
                    164,                0.51535,                 0.5056,                0.94943,                0.99165,                0.97398,                0.99256,                0.92908,                0.35255,                0.28406,                0.81566,             0.00035789,             0.00035789,             0.00035789
                    165,                0.52909,                 0.5052,                0.95263,                0.99454,                0.98279,                0.99263,                0.93008,                0.35292,                0.27835,                0.81681,             0.00035535,             0.00035535,             0.00035535
                    166,                0.52364,                 0.5079,                0.95141,                0.99268,                0.97933,                0.99197,                 0.9275,                0.35688,                0.27844,                0.81064,             0.00035282,             0.00035282,             0.00035282
                    167,                0.52701,                0.50914,                0.95643,                0.99252,                0.97792,                0.99217,                 0.9277,                0.34563,                 0.2756,                0.81122,             0.00035028,             0.00035028,             0.00035028
                    168,                0.50803,                0.49879,                0.94616,                0.99132,                 0.9804,                0.99062,                0.92608,                0.35084,                0.27513,                0.81182,             0.00034774,             0.00034774,             0.00034774
                    169,                0.51802,                 0.5068,                0.94816,                0.99172,                0.97889,                0.99262,                0.93009,                0.35311,                0.27486,                0.81305,              0.0003452,              0.0003452,              0.0003452
                    170,                0.52145,                0.50352,                0.94574,                0.99146,                 0.9815,                0.99221,                0.92774,                0.35294,                0.27247,                0.81105,             0.00034267,             0.00034267,             0.00034267
                    171,                0.51486,                0.50948,                0.94579,                0.99336,                0.97909,                 0.9928,                0.93082,                0.34775,                0.27453,                0.81205,             0.00034013,             0.00034013,             0.00034013
                    172,                0.51598,                0.48988,                0.94599,                0.99434,                0.98157,                0.99158,                0.92902,                0.34474,                0.27343,                0.81086,             0.00033759,             0.00033759,             0.00033759
                    173,                0.50853,                0.48631,                0.95264,                0.99311,                0.97584,                0.99212,                0.92833,                 0.3531,                0.27344,                0.81159,             0.00033505,             0.00033505,             0.00033505
                    174,                0.50747,                 0.4871,                0.94309,                0.99234,                0.97941,                0.99204,                0.93166,                0.34646,                0.27069,                0.81041,             0.00033252,             0.00033252,             0.00033252
                    175,                0.50504,                0.48247,                 0.9412,                0.99436,                0.97831,                0.99219,                0.93021,                0.34404,                0.26893,                0.80834,             0.00032998,             0.00032998,             0.00032998
                    176,                0.50804,                0.47773,                0.94291,                0.99619,                0.98186,                0.99319,                   0.93,                0.34511,                 0.2704,                0.80812,             0.00032744,             0.00032744,             0.00032744
                    177,                0.50098,                0.49783,                0.94447,                0.99055,                0.98265,                0.99322,                0.93467,                0.34443,                0.26736,                0.80997,              0.0003249,              0.0003249,              0.0003249
                    178,                0.51402,                0.49492,                0.94885,                0.99087,                0.97743,                0.99296,                0.93172,                0.34692,                0.27473,                0.81058,             0.00032236,             0.00032236,             0.00032236
                    179,                0.50407,                0.47297,                0.94516,                0.99329,                0.97632,                0.99256,                0.93247,                0.34604,                0.27241,                0.81048,             0.00031983,             0.00031983,             0.00031983
                    180,                0.51879,                0.49878,                0.94947,                0.99144,                  0.982,                0.99271,                0.93821,                0.33579,                0.26626,                0.80661,             0.00031729,             0.00031729,             0.00031729
                    181,                0.49722,                0.47492,                0.93796,                0.99521,                0.98279,                0.99287,                0.93517,                0.33491,                0.26402,                0.80623,             0.00031475,             0.00031475,             0.00031475
                    182,                0.50989,                0.48203,                0.94663,                0.99408,                0.98259,                0.99318,                0.93524,                0.33882,                0.26164,                 0.8058,             0.00031221,             0.00031221,             0.00031221
                    183,                0.51457,                0.47476,                0.95041,                0.99442,                0.98112,                0.99223,                0.93821,                0.33124,                0.25894,                 0.8033,             0.00030968,             0.00030968,             0.00030968
                    184,                    0.5,                0.48095,                0.94149,                0.99067,                0.98212,                0.99246,                0.93577,                0.33045,                0.25837,                0.80631,             0.00030714,             0.00030714,             0.00030714
                    185,                0.48736,                0.47999,                0.93986,                0.99453,                0.98173,                0.99276,                0.93264,                0.33617,                 0.2601,                0.80493,              0.0003046,              0.0003046,              0.0003046
                    186,                 0.5071,                0.48057,                0.94686,                0.99144,                0.98317,                0.99257,                0.93596,                0.33463,                0.26278,                0.80525,             0.00030206,             0.00030206,             0.00030206
                    187,                0.49112,                0.46205,                0.94142,                0.99477,                0.98092,                0.99267,                 0.9374,                0.33011,                0.25803,                0.80269,             0.00029953,             0.00029953,             0.00029953
                    188,                0.50496,                0.48253,                0.94465,                0.99313,                0.98454,                0.99249,                0.93775,                0.32906,                0.25834,                 0.8014,             0.00029699,             0.00029699,             0.00029699
                    189,                0.49535,                0.47071,                0.93717,                 0.9919,                0.98118,                0.99259,                0.93609,                0.33199,                0.26248,                0.80326,             0.00029445,             0.00029445,             0.00029445
                    190,                0.49661,                0.47199,                0.94252,                0.99321,                0.98358,                0.99305,                0.93791,                0.33153,                0.25769,                0.80164,             0.00029191,             0.00029191,             0.00029191
                    191,                0.50445,                0.46957,                0.93719,                0.99329,                0.98553,                0.99284,                0.94019,                0.32775,                0.25731,                0.80059,             0.00028937,             0.00028937,             0.00028937
                    192,                0.50624,                0.47004,                0.94363,                 0.9946,                0.98526,                0.99309,                0.93834,                 0.3346,                0.25676,                0.80303,             0.00028684,             0.00028684,             0.00028684
                    193,                0.48382,                0.46675,                0.93608,                0.99211,                0.98577,                0.99299,                0.94043,                0.32795,                0.25814,                0.80226,              0.0002843,              0.0002843,              0.0002843
                    194,                  0.491,                0.44954,                0.93352,                0.99397,                0.98332,                 0.9923,                0.93753,                 0.3251,                0.25596,                  0.801,             0.00028176,             0.00028176,             0.00028176
                    195,                0.48369,                0.45166,                0.93536,                0.99271,                0.98517,                0.99254,                0.93728,                0.32564,                0.25513,                0.79981,             0.00027922,             0.00027922,             0.00027922
                    196,                0.48277,                0.45022,                 0.9356,                0.99344,                0.98634,                0.99347,                0.94093,                0.32703,                0.25431,                0.80032,             0.00027669,             0.00027669,             0.00027669
                    197,                0.48939,                0.45372,                0.93728,                0.99469,                0.98056,                0.99337,                0.94051,                 0.3266,                 0.2558,                0.80242,             0.00027415,             0.00027415,             0.00027415
                    198,                0.47687,                  0.449,                0.92741,                0.99252,                0.98447,                0.99246,                0.94046,                0.32327,                0.25292,                0.79947,             0.00027161,             0.00027161,             0.00027161
                    199,                0.50017,                0.46953,                0.93775,                0.99291,                0.98378,                0.99219,                0.93881,                0.32315,                0.25619,                0.80179,             0.00026907,             0.00026907,             0.00026907
                    200,                0.48278,                 0.4428,                0.92989,                0.99345,                0.98608,                0.99269,                 0.9437,                0.31894,                0.24956,                0.79827,             0.00026654,             0.00026654,             0.00026654
                    201,                0.49359,                0.44966,                0.94002,                0.99209,                 0.9872,                0.99354,                0.94158,                0.32128,                 0.2494,                0.79791,               0.000264,               0.000264,               0.000264
                    202,                0.46803,                0.43239,                0.91212,                 0.9941,                0.98566,                0.99342,                0.94545,                0.32105,                0.24722,                0.79714,             0.00026146,             0.00026146,             0.00026146
                    203,                0.49181,                 0.4501,                0.93547,                0.99582,                0.98469,                0.99299,                0.94373,                0.31957,                0.24819,                0.79822,             0.00025892,             0.00025892,             0.00025892
                    204,                0.49099,                0.45064,                0.93695,                0.99157,                0.98843,                0.99364,                0.94374,                0.31942,                0.24727,                0.79771,             0.00025638,             0.00025638,             0.00025638
                    205,                0.48798,                0.44941,                0.93148,                0.99625,                0.98464,                0.99289,                 0.9444,                0.31626,                 0.2466,                0.79615,             0.00025385,             0.00025385,             0.00025385
                    206,                 0.4705,                0.44681,                0.93432,                0.99653,                0.98088,                0.99344,                0.94665,                0.31542,                0.24672,                0.79618,             0.00025131,             0.00025131,             0.00025131
                    207,                0.45935,                0.42816,                0.92401,                0.99407,                0.98856,                0.99343,                0.94768,                0.31154,                0.24298,                 0.7964,             0.00024877,             0.00024877,             0.00024877
                    208,                0.46352,                0.43695,                0.92549,                 0.9927,                0.98802,                0.99376,                0.94351,                0.31675,                0.24441,                0.79564,             0.00024623,             0.00024623,             0.00024623
                    209,                0.47798,                 0.4511,                0.93068,                0.99431,                 0.9879,                0.99369,                0.94805,                0.31392,                0.24332,                0.79574,              0.0002437,              0.0002437,              0.0002437
                    210,                0.47795,                0.43961,                0.93647,                0.99408,                0.98773,                0.99314,                0.94644,                0.31174,                0.24362,                0.79689,             0.00024116,             0.00024116,             0.00024116
                    211,                0.46534,                0.43815,                0.92592,                0.99494,                0.98536,                0.99306,                0.94441,                 0.3115,                0.24513,                0.79508,             0.00023862,             0.00023862,             0.00023862
                    212,                0.47902,                 0.4447,                0.93181,                0.99505,                0.98627,                0.99361,                0.94231,                0.31378,                0.24234,                0.79598,             0.00023608,             0.00023608,             0.00023608
                    213,                0.46922,                0.44116,                0.92638,                0.99447,                0.98635,                0.99351,                0.94611,                0.31279,                0.24311,                0.79518,             0.00023355,             0.00023355,             0.00023355
                    214,                0.46904,                0.43395,                0.92989,                0.99202,                0.98936,                0.99355,                0.94719,                0.30946,                0.24103,                0.79574,             0.00023101,             0.00023101,             0.00023101
                    215,                0.47192,                0.43208,                0.92192,                0.99576,                0.98638,                0.99377,                0.94694,                0.30925,                 0.2417,                0.79395,             0.00022847,             0.00022847,             0.00022847
                    216,                0.47507,                0.44004,                 0.9329,                0.99418,                0.98724,                0.99379,                0.94449,                0.30947,                0.24132,                0.79425,             0.00022593,             0.00022593,             0.00022593
                    217,                0.46168,                 0.4239,                0.91882,                0.99391,                0.98694,                0.99348,                0.94873,                0.30963,                0.24023,                0.79583,             0.00022339,             0.00022339,             0.00022339
                    218,                0.46838,                0.42539,                0.92261,                0.99435,                0.98841,                0.99275,                0.94409,                0.31097,                 0.2416,                0.79498,             0.00022086,             0.00022086,             0.00022086
                    219,                0.47737,                0.42615,                0.92763,                0.99655,                0.98541,                0.99279,                0.94676,                0.30929,                0.24264,                0.79598,             0.00021832,             0.00021832,             0.00021832
                    220,                0.46578,                0.43349,                0.92555,                0.99525,                0.98605,                0.99332,                0.94774,                0.30659,                0.23814,                0.79514,             0.00021578,             0.00021578,             0.00021578
                    221,                0.45505,                0.42498,                0.91661,                0.99771,                 0.9856,                0.99364,                0.94536,                0.30593,                0.23879,                0.79456,             0.00021324,             0.00021324,             0.00021324
                    222,                0.46099,                0.42455,                 0.9254,                0.99637,                0.98426,                0.99367,                0.94704,                0.30928,                0.23999,                0.79608,             0.00021071,             0.00021071,             0.00021071
                    223,                0.46536,                0.43044,                0.92249,                0.99733,                0.98364,                0.99344,                 0.9472,                0.31385,                0.24229,                0.79513,             0.00020817,             0.00020817,             0.00020817
                    224,                0.44554,                0.42063,                0.91334,                0.99497,                0.98371,                0.99353,                  0.948,                0.30583,                0.23987,                0.79358,             0.00020563,             0.00020563,             0.00020563
                    225,                0.46188,                 0.4385,                0.92648,                0.99589,                 0.9873,                0.99372,                0.95035,                 0.3008,                0.23562,                0.79208,             0.00020309,             0.00020309,             0.00020309
                    226,                0.47372,                0.43346,                0.92555,                0.99716,                0.98444,                0.99369,                0.95132,                0.30179,                0.23523,                0.79054,             0.00020056,             0.00020056,             0.00020056
                    227,                0.46805,                 0.4281,                0.93125,                0.99736,                0.98633,                0.99298,                0.94866,                 0.3002,                0.23568,                0.79014,             0.00019802,             0.00019802,             0.00019802
                    228,                 0.4572,                0.41466,                0.91571,                0.99566,                 0.9864,                0.99293,                0.95131,                0.30153,                 0.2335,                0.79117,             0.00019548,             0.00019548,             0.00019548
                    229,                0.45714,                0.40872,                0.92317,                0.99646,                 0.9865,                0.99289,                0.94958,                0.30095,                 0.2343,                0.79166,             0.00019294,             0.00019294,             0.00019294
                    230,                0.46396,                0.41886,                0.92553,                0.99679,                0.98691,                0.99353,                0.95063,                0.29973,                0.23235,                0.79136,              0.0001904,              0.0001904,              0.0001904
                    231,                0.45843,                0.42594,                0.92708,                0.99748,                0.98469,                0.99367,                 0.9519,                0.30018,                0.23284,                0.79134,             0.00018787,             0.00018787,             0.00018787
                    232,                0.47074,                0.42594,                0.93376,                0.99624,                0.98798,                0.99364,                  0.951,                0.29886,                0.23295,                 0.7913,             0.00018533,             0.00018533,             0.00018533
                    233,                0.44812,                0.41061,                  0.918,                0.99536,                0.98665,                0.99275,                0.95072,                0.29604,                0.23295,                0.79147,             0.00018279,             0.00018279,             0.00018279
                    234,                0.44206,                0.39942,                0.91336,                0.99523,                0.98526,                 0.9927,                0.95142,                0.29502,                0.23013,                0.79072,             0.00018025,             0.00018025,             0.00018025
                    235,                0.44809,                0.40427,                0.92417,                0.99305,                0.98825,                0.99286,                0.95025,                0.29815,                0.23102,                0.79068,             0.00017772,             0.00017772,             0.00017772
                    236,                0.45631,                0.41589,                0.92372,                0.99394,                0.98748,                0.99286,                0.95196,                0.29724,                0.23075,                0.79137,             0.00017518,             0.00017518,             0.00017518
                    237,                0.44223,                 0.4029,                0.91389,                0.99579,                0.98864,                0.99371,                0.95251,                0.29461,                0.22798,                0.79016,             0.00017264,             0.00017264,             0.00017264
                    238,                0.43584,                0.40048,                0.91581,                0.99492,                0.98744,                0.99349,                0.95189,                0.29417,                0.22977,                 0.7903,              0.0001701,              0.0001701,              0.0001701
                    239,                0.44506,                0.41035,                0.91701,                0.99615,                0.98877,                0.99381,                0.95267,                0.29103,                 0.2279,                0.78961,             0.00016757,             0.00016757,             0.00016757
                    240,                0.44063,                0.38869,                0.91532,                0.99508,                0.98697,                0.99299,                0.95332,                 0.2912,                0.22679,                0.78822,             0.00016503,             0.00016503,             0.00016503
                    241,                0.43919,                0.39236,                0.91351,                0.99542,                0.98749,                0.99373,                 0.9528,                 0.2928,                0.22597,                0.78751,             0.00016249,             0.00016249,             0.00016249
                    242,                0.43697,                0.39798,                0.91999,                0.99574,                0.98671,                0.99361,                0.95515,                0.28856,                0.22502,                0.78658,             0.00015995,             0.00015995,             0.00015995
                    243,                0.44561,                0.39956,                0.92819,                0.99641,                0.98617,                0.99374,                0.95345,                0.29419,                0.22532,                0.78723,             0.00015741,             0.00015741,             0.00015741
                    244,                0.44315,                0.40543,                 0.9172,                0.99851,                0.98608,                0.99378,                0.95432,                0.29114,                 0.2267,                0.78763,             0.00015488,             0.00015488,             0.00015488
                    245,                0.44756,                0.40102,                0.91824,                0.99655,                0.98676,                0.99371,                0.95353,                 0.2875,                0.22563,                0.78733,             0.00015234,             0.00015234,             0.00015234
                    246,                0.45507,                0.40791,                0.91974,                0.99655,                0.98455,                0.99379,                0.95576,                0.28761,                0.22479,                0.78796,              0.0001498,              0.0001498,              0.0001498
                    247,                0.42744,                0.38287,                0.90803,                0.99478,                0.98891,                0.99375,                0.95593,                0.28839,                0.22616,                0.78817,             0.00014726,             0.00014726,             0.00014726
                    248,                0.44054,                0.39358,                0.91572,                0.99655,                0.98341,                0.99364,                 0.9554,                0.28707,                 0.2251,                0.78686,             0.00014473,             0.00014473,             0.00014473
                    249,                0.44214,                0.39823,                0.91654,                0.99766,                0.98647,                0.99368,                0.95588,                 0.2844,                0.22219,                0.78575,             0.00014219,             0.00014219,             0.00014219
                    250,                0.42503,                 0.3887,                0.91564,                0.99431,                 0.9905,                0.99369,                 0.9558,                0.28327,                0.22211,                0.78555,             0.00013965,             0.00013965,             0.00013965
                    251,                0.43391,                0.39191,                 0.9161,                0.99708,                0.98565,                0.99334,                0.95607,                0.28268,                0.22184,                 0.7854,             0.00013711,             0.00013711,             0.00013711
                    252,                0.43826,                0.40102,                0.91468,                0.99637,                 0.9892,                0.99357,                0.95699,                0.28131,                0.22089,                0.78565,             0.00013457,             0.00013457,             0.00013457
                    253,                0.43896,                0.39729,                0.91704,                0.99723,                 0.9886,                0.99358,                0.95805,                0.28233,                0.22011,                0.78465,             0.00013204,             0.00013204,             0.00013204
                    254,                0.43167,                0.38954,                0.91028,                0.99671,                0.98877,                0.99371,                0.95729,                0.28253,                0.21997,                0.78462,              0.0001295,              0.0001295,              0.0001295
                    255,                0.43429,                0.39547,                0.92258,                0.99787,                0.98892,                0.99375,                0.95626,                0.28272,                0.22095,                0.78459,             0.00012696,             0.00012696,             0.00012696
                    256,                 0.4305,                0.38495,                0.90973,                0.99721,                0.98828,                0.99368,                0.95525,                0.28214,                0.21963,                0.78526,             0.00012442,             0.00012442,             0.00012442
                    257,                0.41954,                 0.3899,                0.90833,                0.99774,                0.98521,                0.99353,                0.95602,                0.28175,                0.22026,                0.78458,             0.00012189,             0.00012189,             0.00012189
                    258,                0.43279,                0.38476,                0.90981,                0.99594,                 0.9864,                0.99361,                0.95566,                0.28156,                0.21835,                0.78322,             0.00011935,             0.00011935,             0.00011935
                    259,                 0.4296,                0.38642,                0.90687,                0.99471,                0.98733,                0.99356,                0.95592,                0.28031,                0.21747,                0.78367,             0.00011681,             0.00011681,             0.00011681
                    260,                0.42534,                0.38316,                0.91101,                0.99474,                0.98833,                0.99357,                0.95551,                0.28023,                 0.2177,                0.78375,             0.00011427,             0.00011427,             0.00011427
                    261,                0.42248,                0.37701,                0.91108,                0.99437,                0.98983,                0.99361,                0.95524,                0.27996,                0.21782,                0.78291,             0.00011174,             0.00011174,             0.00011174
                    262,                0.41246,                0.38063,                0.90736,                0.99378,                 0.9899,                0.99366,                0.95666,                0.27679,                0.21605,                0.78247,              0.0001092,              0.0001092,              0.0001092
                    263,                0.43206,                0.39024,                0.91685,                0.99383,                0.99062,                0.99292,                0.95616,                0.28078,                0.21908,                0.78355,             0.00010666,             0.00010666,             0.00010666
                    264,                0.42264,                0.37817,                0.90739,                0.99628,                0.99022,                0.99354,                0.95699,                0.27812,                0.21839,                0.78317,             0.00010412,             0.00010412,             0.00010412
                    265,                0.43314,                0.39272,                0.91092,                0.99578,                0.99095,                0.99369,                0.95851,                 0.2782,                 0.2181,                0.78298,             0.00010158,             0.00010158,             0.00010158
                    266,                0.41256,                0.37774,                0.90499,                0.99305,                0.99082,                0.99354,                 0.9575,                 0.2783,                 0.2166,                0.78274,             9.9047e-05,             9.9047e-05,             9.9047e-05
                    267,                0.41727,                 0.3731,                0.90857,                0.99459,                0.99049,                0.99291,                0.95755,                0.27722,                0.21663,                0.78247,              9.651e-05,              9.651e-05,              9.651e-05
                    268,                0.41402,                0.36671,                0.90593,                0.99357,                0.99039,                0.99355,                0.95946,                0.27675,                0.21659,                0.78382,             9.3972e-05,             9.3972e-05,             9.3972e-05
                    269,                0.42898,                0.38077,                0.91558,                 0.9954,                0.98993,                0.99366,                0.95848,                0.27646,                0.21601,                0.78287,             9.1434e-05,             9.1434e-05,             9.1434e-05
                    270,                0.40663,                 0.3629,                0.90578,                0.99496,                0.98986,                0.99367,                0.95719,                0.27824,                0.21586,                0.78252,             8.8896e-05,             8.8896e-05,             8.8896e-05
                    271,                0.42182,                 0.3749,                0.90811,                0.99444,                0.99019,                0.99375,                0.95706,                0.27719,                0.21654,                 0.7823,             8.6359e-05,             8.6359e-05,             8.6359e-05
                    272,                0.42803,                 0.3758,                0.91201,                0.99367,                 0.9894,                0.99369,                0.95828,                0.27792,                 0.2167,                0.78263,             8.3821e-05,             8.3821e-05,             8.3821e-05
                    273,                0.41428,                0.36993,                0.90597,                0.99418,                0.99061,                0.99371,                0.95859,                0.27352,                0.21533,                0.78131,             8.1283e-05,             8.1283e-05,             8.1283e-05
                    274,                0.41298,                0.36595,                0.90888,                0.99454,                0.99021,                0.99292,                0.95946,                0.27292,                0.21501,                0.78081,             7.8746e-05,             7.8746e-05,             7.8746e-05
                    275,                0.41444,                0.36627,                0.90321,                0.99403,                0.98874,                0.99375,                0.96111,                0.26988,                0.21372,                0.77999,             7.6208e-05,             7.6208e-05,             7.6208e-05
                    276,                0.40256,                0.35948,                0.89441,                 0.9947,                0.98938,                0.99376,                0.96112,                0.26951,                0.21364,                0.78034,              7.367e-05,              7.367e-05,              7.367e-05
                    277,                0.40991,                0.36612,                0.90293,                0.99545,                0.99093,                0.99378,                0.96105,                0.27065,                0.21303,                0.78032,             7.1133e-05,             7.1133e-05,             7.1133e-05
                    278,                0.41494,                0.37529,                0.90432,                0.99636,                0.99022,                0.99383,                0.95963,                0.27193,                 0.2126,                0.78049,             6.8595e-05,             6.8595e-05,             6.8595e-05
                    279,                 0.4044,                0.37126,                0.90598,                0.99617,                0.99087,                0.99382,                0.96015,                0.27086,                0.21295,                0.77994,             6.6057e-05,             6.6057e-05,             6.6057e-05
                    280,                 0.4148,                   0.37,                 0.9002,                0.99601,                0.99088,                0.99374,                0.96022,                0.27234,                0.21075,                0.78085,             6.3519e-05,             6.3519e-05,             6.3519e-05
                    281,                0.40716,                0.37081,                0.90439,                0.99539,                0.99041,                0.99363,                0.96139,                 0.2716,                0.21122,                0.78065,             6.0982e-05,             6.0982e-05,             6.0982e-05
                    282,                0.41481,                0.36712,                0.90408,                0.99578,                0.99134,                0.99363,                0.96121,                 0.2696,                0.20975,                0.77975,             5.8444e-05,             5.8444e-05,             5.8444e-05
                    283,                0.40292,                0.35893,                0.90727,                0.99655,                 0.9912,                0.99364,                0.95991,                0.26911,                 0.2102,                0.77944,             5.5906e-05,             5.5906e-05,             5.5906e-05
                    284,                0.40079,                 0.3536,                0.90356,                0.99632,                0.98995,                 0.9937,                0.96185,                0.26671,                0.20944,                0.77915,             5.3369e-05,             5.3369e-05,             5.3369e-05
                    285,                 0.4026,                0.35492,                0.90034,                0.99551,                 0.9897,                0.99368,                0.96259,                0.26657,                0.20889,                 0.7793,             5.0831e-05,             5.0831e-05,             5.0831e-05
                    286,                0.42279,                0.37767,                0.90821,                0.99449,                0.99056,                0.99371,                0.96218,                0.26754,                0.20895,                0.77951,             4.8293e-05,             4.8293e-05,             4.8293e-05
                    287,                0.40786,                0.35494,                0.90232,                0.99586,                0.98948,                0.99368,                0.96209,                0.26758,                0.20814,                0.77939,             4.5756e-05,             4.5756e-05,             4.5756e-05
                    288,                0.39908,                0.35274,                0.90846,                0.99624,                0.99028,                0.99367,                0.96227,                 0.2688,                0.20888,                0.77935,             4.3218e-05,             4.3218e-05,             4.3218e-05
                    289,                0.40104,                0.35532,                0.89939,                0.99588,                0.99045,                0.99373,                0.96199,                 0.2659,                0.20792,                0.77881,              4.068e-05,              4.068e-05,              4.068e-05
                    290,                0.39996,                0.36417,                0.90084,                0.99639,                0.99092,                0.99371,                0.96353,                0.26624,                0.20814,                0.77875,             3.8142e-05,             3.8142e-05,             3.8142e-05
                    291,                  0.328,                0.26035,                0.83326,                0.99604,                0.98978,                0.99334,                0.96053,                0.26693,                 0.2108,                0.78046,             3.5605e-05,             3.5605e-05,             3.5605e-05
                    292,                0.31247,                0.24534,                0.83069,                  0.995,                0.98951,                0.99313,                0.95883,                0.27142,                0.21402,                0.78271,             3.3067e-05,             3.3067e-05,             3.3067e-05
                    293,                0.30604,                0.24126,                0.83116,                0.99259,                0.98934,                0.99325,                0.96004,                0.27163,                0.21382,                0.78316,             3.0529e-05,             3.0529e-05,             3.0529e-05
                    294,                0.30217,                0.23491,                0.83747,                0.99429,                0.98909,                0.99326,                0.96025,                0.26921,                0.21225,                0.78175,             2.7992e-05,             2.7992e-05,             2.7992e-05
                    295,                 0.3056,                 0.2365,                0.82755,                0.99571,                0.98891,                0.99331,                0.96204,                0.26764,                0.21136,                0.78134,             2.5454e-05,             2.5454e-05,             2.5454e-05
                    296,                0.30021,                0.23625,                0.82566,                0.99717,                 0.9884,                0.99261,                0.96141,                0.26723,                0.21074,                0.78113,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    297,                 0.2998,                0.23061,                 0.8182,                0.99645,                0.98903,                0.99333,                0.96207,                0.26628,                0.21003,                0.78068,             2.0379e-05,             2.0379e-05,             2.0379e-05
                    298,                0.30689,                0.23701,                0.83148,                0.99667,                0.98865,                0.99339,                0.96223,                0.26589,                0.20938,                 0.7804,             1.7841e-05,             1.7841e-05,             1.7841e-05
                    299,                0.29441,                0.22942,                0.82672,                0.99675,                0.98868,                0.99344,                 0.9628,                0.26423,                0.20907,                0.78006,             1.5303e-05,             1.5303e-05,             1.5303e-05
                    300,                0.29787,                0.23487,                0.82201,                0.99436,                0.99074,                0.99368,                0.96332,                0.26393,                0.20867,                0.78001,             1.2765e-05,             1.2765e-05,             1.2765e-05
