                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.45387,                0.43939,                0.92942,                0.99101,                0.98676,                 0.9931,                 0.9478,                0.30909,                0.24125,                0.79925,             0.00038327,             0.00038327,             0.00038327
                    155,                0.46464,                0.42954,                 0.9335,                0.99371,                  0.987,                0.99364,                0.95341,                 0.3028,                0.23624,                0.79725,             0.00038073,             0.00038073,             0.00038073
                    156,                0.45748,                0.42173,                0.93118,                0.99342,                0.98459,                 0.9938,                0.95155,                0.30261,                0.23525,                0.79464,             0.00037819,             0.00037819,             0.00037819
                    157,                0.45217,                0.41615,                0.92479,                0.99035,                0.98304,                0.99338,                0.95271,                0.29937,                0.23812,                0.79351,             0.00037566,             0.00037566,             0.00037566
                    158,                0.45645,                0.42498,                0.92763,                0.99173,                0.98828,                0.99322,                0.95404,                0.29631,                0.23089,                  0.792,             0.00037312,             0.00037312,             0.00037312
                    159,                0.44969,                0.40933,                0.91964,                0.99664,                0.98684,                0.99352,                0.95544,                0.29491,                0.22938,                0.79258,             0.00037058,             0.00037058,             0.00037058
                    160,                 0.4446,                0.40222,                0.92072,                0.99692,                0.98907,                0.99314,                0.95354,                0.29563,                 0.2284,                 0.7904,             0.00036804,             0.00036804,             0.00036804
                    161,                0.44555,                  0.404,                0.92276,                0.99563,                0.98544,                0.99366,                 0.9538,                0.29567,                0.23284,                0.79389,             0.00036551,             0.00036551,             0.00036551
                    162,                0.44421,                0.41398,                0.92556,                0.98951,                0.98948,                0.99312,                 0.9528,                 0.2992,                0.23157,                 0.7915,             0.00036297,             0.00036297,             0.00036297
                    163,                0.45343,                 0.4282,                0.93108,                0.99636,                0.98398,                0.99343,                0.95313,                0.29404,                0.23127,                0.79216,             0.00036043,             0.00036043,             0.00036043
                    164,                0.43881,                0.41134,                0.92416,                0.99415,                0.98704,                0.99372,                0.95622,                0.28856,                0.23203,                0.79214,             0.00035789,             0.00035789,             0.00035789
                    165,                0.44734,                0.41341,                0.92753,                0.99488,                0.98669,                0.99402,                0.95465,                0.29498,                0.23118,                0.79456,             0.00035535,             0.00035535,             0.00035535
                    166,                0.44633,                0.41381,                0.92765,                0.99196,                0.98753,                0.99405,                0.95561,                0.29449,                0.22873,                0.79084,             0.00035282,             0.00035282,             0.00035282
                    167,                 0.4508,                0.42251,                0.93106,                0.99716,                0.98788,                0.99306,                0.95578,                0.29147,                0.22871,                0.79173,             0.00035028,             0.00035028,             0.00035028
                    168,                0.43928,                0.40781,                0.92346,                0.99337,                0.98739,                0.99413,                0.95481,                0.29321,                0.22936,                0.79078,             0.00034774,             0.00034774,             0.00034774
                    169,                0.44169,                 0.4066,                0.92681,                0.99646,                0.98554,                0.99345,                0.95642,                0.28791,                 0.2262,                0.78777,              0.0003452,              0.0003452,              0.0003452
                    170,                0.43018,                0.40224,                0.91359,                0.99503,                0.98784,                0.99355,                0.95599,                0.28609,                0.22408,                0.78796,             0.00034267,             0.00034267,             0.00034267
                    171,                0.44675,                0.41746,                0.92349,                0.99462,                 0.9873,                 0.9932,                0.95497,                0.29219,                0.22519,                0.78931,             0.00034013,             0.00034013,             0.00034013
                    172,                0.43744,                 0.4043,                0.92122,                0.99598,                0.98745,                0.99364,                0.95717,                0.28203,                0.22304,                0.78801,             0.00033759,             0.00033759,             0.00033759
                    173,                0.42952,                0.39616,                0.92625,                0.99619,                 0.9893,                0.99312,                 0.9541,                0.29224,                0.22445,                0.78906,             0.00033505,             0.00033505,             0.00033505
                    174,                0.42902,                0.39573,                 0.9175,                0.99668,                0.98493,                0.99367,                0.95672,                0.28339,                 0.2227,                0.78886,             0.00033252,             0.00033252,             0.00033252
                    175,                 0.4338,                0.38894,                0.91719,                0.99462,                0.98694,                0.99289,                0.95673,                0.28342,                 0.2282,                0.78998,             0.00032998,             0.00032998,             0.00032998
                    176,                0.43625,                0.38845,                0.91732,                0.99678,                0.98903,                0.99393,                0.95934,                0.28285,                0.22192,                0.78839,             0.00032744,             0.00032744,             0.00032744
                    177,                0.42992,                0.39741,                0.92006,                0.99472,                0.98879,                0.99365,                0.95978,                0.28342,                0.22114,                0.78783,              0.0003249,              0.0003249,              0.0003249
                    178,                0.43395,                0.38972,                0.92017,                0.99612,                0.98641,                0.99366,                0.95764,                0.28441,                 0.2235,                0.78794,             0.00032236,             0.00032236,             0.00032236
                    179,                0.42656,                0.37652,                0.91622,                0.99669,                 0.9879,                0.99367,                0.95962,                0.27868,                0.21985,                0.78523,             0.00031983,             0.00031983,             0.00031983
                    180,                0.44089,                0.40202,                0.92271,                0.99346,                0.98926,                0.99381,                 0.9577,                0.28411,                0.22054,                0.78603,             0.00031729,             0.00031729,             0.00031729
                    181,                0.41675,                0.37975,                0.91522,                0.99705,                0.98935,                0.99383,                0.96034,                0.27804,                0.21952,                0.78693,             0.00031475,             0.00031475,             0.00031475
                    182,                0.42709,                0.39289,                0.92167,                0.99346,                0.98873,                 0.9939,                0.95889,                0.27984,                0.21861,                0.78724,             0.00031221,             0.00031221,             0.00031221
                    183,                0.44326,                0.39252,                0.92639,                0.99539,                0.99177,                 0.9939,                0.96123,                0.28144,                0.21769,                0.78829,             0.00030968,             0.00030968,             0.00030968
                    184,                 0.4221,                0.38781,                0.91447,                0.99612,                0.99035,                0.99358,                0.95983,                0.27458,                 0.2157,                0.78598,             0.00030714,             0.00030714,             0.00030714
                    185,                 0.4131,                0.39237,                0.91398,                0.99265,                0.99038,                0.99361,                0.95803,                0.27826,                0.21685,                0.78711,              0.0003046,              0.0003046,              0.0003046
                    186,                0.42736,                0.39578,                0.91724,                0.99629,                0.98718,                0.99367,                0.95925,                0.27287,                0.21526,                0.78603,             0.00030206,             0.00030206,             0.00030206
                    187,                0.41542,                0.38653,                0.91691,                0.99686,                0.98967,                 0.9937,                0.96049,                0.27368,                0.21313,                0.78434,             0.00029953,             0.00029953,             0.00029953
                    188,                0.42744,                0.39273,                0.91816,                 0.9953,                0.99116,                 0.9939,                0.96131,                0.27117,                0.21126,                0.78586,             0.00029699,             0.00029699,             0.00029699
                    189,                0.41608,                0.38365,                0.91681,                0.99626,                0.99101,                0.99385,                0.96002,                0.27774,                0.21369,                0.78711,             0.00029445,             0.00029445,             0.00029445
                    190,                 0.4188,                0.37391,                0.91713,                0.99752,                0.98926,                0.99386,                0.95735,                0.27397,                 0.2164,                0.78657,             0.00029191,             0.00029191,             0.00029191
                    191,                0.42409,                0.37945,                0.91312,                0.99409,                0.99038,                0.99382,                0.96034,                0.27283,                0.21642,                0.78489,             0.00028937,             0.00028937,             0.00028937
                    192,                0.43379,                0.38972,                 0.9255,                 0.9946,                0.99049,                0.99353,                0.96005,                0.27208,                0.21284,                0.78495,             0.00028684,             0.00028684,             0.00028684
                    193,                0.41134,                0.37695,                0.91451,                0.99696,                0.98951,                0.99375,                0.96066,                0.27364,                0.20939,                0.78333,              0.0002843,              0.0002843,              0.0002843
                    194,                0.41012,                0.36896,                 0.9058,                0.99702,                0.98875,                0.99368,                0.96346,                0.26767,                0.20716,                0.78197,             0.00028176,             0.00028176,             0.00028176
                    195,                0.41612,                0.37023,                0.91871,                0.99605,                0.98954,                0.99319,                0.96157,                0.26774,                0.21155,                0.78331,             0.00027922,             0.00027922,             0.00027922
                    196,                0.40758,                 0.3608,                0.91462,                0.99701,                0.98863,                0.99378,                0.95854,                0.27442,                0.21559,                0.78744,             0.00027669,             0.00027669,             0.00027669
                    197,                0.41204,                0.36007,                0.90769,                0.99573,                0.98588,                0.99344,                0.96168,                0.26924,                0.20999,                0.78401,             0.00027415,             0.00027415,             0.00027415
                    198,                0.40306,                 0.3583,                0.90213,                0.99691,                0.98964,                0.99353,                0.96212,                 0.2692,                0.20625,                0.78322,             0.00027161,             0.00027161,             0.00027161
                    199,                0.41661,                0.36914,                0.91131,                0.99374,                0.98817,                0.99333,                0.96023,                 0.2706,                0.20945,                0.78503,             0.00026907,             0.00026907,             0.00026907
                    200,                0.40615,                0.36518,                0.90701,                0.99297,                0.98935,                0.99362,                0.96345,                0.26244,                0.20524,                0.78168,             0.00026654,             0.00026654,             0.00026654
                    201,                 0.4195,                  0.366,                0.91812,                0.99573,                 0.9923,                0.99352,                0.96311,                0.26414,                0.20506,                 0.7809,               0.000264,               0.000264,               0.000264
                    202,                0.38847,                0.34784,                 0.8921,                0.99525,                0.99262,                0.99324,                0.96315,                0.26255,                0.20146,                0.78069,             0.00026146,             0.00026146,             0.00026146
                    203,                0.40711,                0.35467,                0.90934,                0.99586,                0.99038,                0.99351,                0.96372,                0.26061,                0.20404,                0.78081,             0.00025892,             0.00025892,             0.00025892
                    204,                 0.4099,                0.36062,                0.90924,                0.99668,                0.99019,                0.99353,                0.96451,                0.25991,                0.20302,                0.77981,             0.00025638,             0.00025638,             0.00025638
                    205,                0.40532,                0.35702,                0.90518,                0.99645,                0.98894,                 0.9935,                0.96498,                0.25947,                0.20389,                0.77991,             0.00025385,             0.00025385,             0.00025385
                    206,                0.39425,                0.35532,                0.90994,                0.99846,                0.98718,                0.99381,                0.96334,                0.26032,                0.20228,                0.77981,             0.00025131,             0.00025131,             0.00025131
                    207,                0.38908,                0.34444,                0.90294,                0.99681,                0.99091,                0.99328,                0.96542,                0.25972,                0.19888,                0.77776,             0.00024877,             0.00024877,             0.00024877
                    208,                0.39288,                0.35497,                0.90335,                0.99836,                 0.9884,                0.99355,                0.96626,                0.25906,                 0.2023,                0.77804,             0.00024623,             0.00024623,             0.00024623
                    209,                0.40112,                0.36619,                0.90702,                0.99645,                0.99104,                0.99387,                0.96709,                0.25692,                 0.1992,                0.77824,              0.0002437,              0.0002437,              0.0002437
                    210,                0.39921,                 0.3595,                0.91045,                0.99727,                0.99159,                0.99396,                0.96597,                0.26022,                 0.2007,                0.77827,             0.00024116,             0.00024116,             0.00024116
                    211,                0.39426,                0.35041,                0.90298,                0.99813,                0.98909,                0.99398,                0.96727,                0.25733,                0.20117,                0.77764,             0.00023862,             0.00023862,             0.00023862
                    212,                  0.399,                0.35695,                0.90529,                0.99546,                0.99028,                0.99391,                0.96757,                0.25639,                0.20009,                0.77742,             0.00023608,             0.00023608,             0.00023608
                    213,                0.39229,                0.35517,                0.90148,                0.99386,                0.99079,                0.99442,                0.96579,                0.25551,                0.19909,                0.77709,             0.00023355,             0.00023355,             0.00023355
                    214,                0.39069,                0.34413,                0.90575,                0.99408,                 0.9915,                0.99378,                0.96724,                0.25376,                0.19763,                0.77732,             0.00023101,             0.00023101,             0.00023101
                    215,                0.39006,                0.34273,                 0.8971,                0.99411,                0.99198,                0.99397,                0.96657,                0.25184,                0.19624,                0.77654,             0.00022847,             0.00022847,             0.00022847
                    216,                0.38756,                0.35142,                0.90679,                0.99471,                0.99308,                0.99376,                0.96793,                0.24935,                0.19644,                0.77603,             0.00022593,             0.00022593,             0.00022593
                    217,                0.39058,                0.34167,                0.89954,                0.99398,                0.99086,                0.99374,                0.96855,                0.25199,                0.19668,                0.77747,             0.00022339,             0.00022339,             0.00022339
                    218,                0.37874,                0.34032,                 0.8943,                0.99664,                0.98953,                0.99366,                0.96643,                0.25434,                0.19706,                0.77638,             0.00022086,             0.00022086,             0.00022086
                    219,                0.39332,                0.34772,                0.90226,                0.99621,                0.99029,                 0.9936,                 0.9677,                0.25193,                0.19758,                0.77725,             0.00021832,             0.00021832,             0.00021832
                    220,                0.38955,                0.34374,                0.90149,                0.99759,                 0.9897,                0.99392,                0.96683,                0.25177,                0.19477,                0.77846,             0.00021578,             0.00021578,             0.00021578
                    221,                0.38071,                 0.3388,                0.89445,                0.99429,                0.99364,                0.99398,                0.96733,                0.25006,                 0.1943,                0.77734,             0.00021324,             0.00021324,             0.00021324
                    222,                0.38953,                0.33854,                0.90208,                0.99671,                0.99148,                0.99384,                0.96859,                0.24901,                0.19244,                0.77609,             0.00021071,             0.00021071,             0.00021071
                    223,                0.37519,                0.34006,                0.89646,                0.99742,                0.99028,                0.99335,                0.96787,                0.25238,                0.19311,                0.77655,             0.00020817,             0.00020817,             0.00020817
                    224,                0.37081,                0.32948,                0.88999,                0.99623,                 0.9896,                0.99349,                0.96891,                0.24784,                0.19499,                0.77583,             0.00020563,             0.00020563,             0.00020563
                    225,                0.38112,                0.34293,                0.90227,                0.99831,                0.98936,                0.99364,                0.97026,                0.24385,                0.19091,                0.77462,             0.00020309,             0.00020309,             0.00020309
                    226,                0.39448,                0.34213,                0.90147,                0.99645,                0.99318,                0.99371,                0.97025,                0.24627,                0.19101,                0.77514,             0.00020056,             0.00020056,             0.00020056
                    227,                0.38361,                0.34078,                0.90368,                0.99635,                 0.9928,                0.99392,                0.96949,                0.24479,                0.19102,                0.77375,             0.00019802,             0.00019802,             0.00019802
                    228,                 0.3744,                0.32984,                0.88923,                0.99718,                 0.9918,                0.99369,                0.97149,                0.24314,                0.19127,                0.77451,             0.00019548,             0.00019548,             0.00019548
                    229,                0.37089,                 0.3221,                0.89329,                0.99743,                 0.9913,                0.99465,                0.97004,                0.24869,                0.19261,                0.77514,             0.00019294,             0.00019294,             0.00019294
                    230,                0.37794,                0.34206,                0.89635,                0.99816,                0.99087,                0.99376,                0.97071,                0.24672,                0.19241,                0.77527,              0.0001904,              0.0001904,              0.0001904
                    231,                0.37952,                0.34528,                0.90208,                  0.997,                0.99112,                0.99371,                 0.9705,                0.24177,                 0.1908,                0.77386,             0.00018787,             0.00018787,             0.00018787
                    232,                0.38778,                0.33892,                0.90754,                0.99586,                0.99203,                 0.9937,                0.97042,                0.24179,                0.19036,                0.77383,             0.00018533,             0.00018533,             0.00018533
                    233,                0.36744,                0.33102,                0.89506,                0.99647,                0.99241,                0.99369,                0.97008,                0.24206,                0.18893,                0.77322,             0.00018279,             0.00018279,             0.00018279
                    234,                0.36195,                0.31779,                0.88876,                0.99799,                0.99144,                0.99398,                0.96991,                0.23932,                0.18889,                0.77324,             0.00018025,             0.00018025,             0.00018025
                    235,                0.36752,                0.32142,                0.89927,                0.99711,                0.99378,                0.99397,                0.97007,                0.24127,                0.18918,                0.77389,             0.00017772,             0.00017772,             0.00017772
                    236,                0.37092,                0.32495,                0.89688,                0.99621,                0.99255,                0.99414,                0.97123,                0.24062,                0.18735,                0.77291,             0.00017518,             0.00017518,             0.00017518
                    237,                0.36391,                0.31252,                0.89347,                 0.9965,                0.99214,                0.99423,                0.97058,                0.24098,                 0.1872,                0.77287,             0.00017264,             0.00017264,             0.00017264
                    238,                0.35172,                0.31386,                0.89051,                0.99706,                0.99139,                0.99355,                0.97041,                0.23958,                0.18656,                0.77349,              0.0001701,              0.0001701,              0.0001701
                    239,                0.36472,                0.32638,                0.89304,                0.99721,                0.99216,                0.99394,                0.97318,                0.23934,                0.18674,                0.77294,             0.00016757,             0.00016757,             0.00016757
                    240,                0.35581,                0.31655,                0.89101,                 0.9973,                0.99152,                0.99374,                0.97251,                0.23758,                0.18555,                0.77291,             0.00016503,             0.00016503,             0.00016503
                    241,                0.36612,                 0.3136,                0.89574,                0.99726,                0.99118,                0.99374,                0.97299,                0.23793,                0.18521,                0.77219,             0.00016249,             0.00016249,             0.00016249
                    242,                0.35782,                0.31804,                0.89697,                0.99668,                0.99137,                0.99381,                0.97239,                0.23845,                0.18758,                0.77312,             0.00015995,             0.00015995,             0.00015995
                    243,                 0.3637,                 0.3214,                0.90433,                0.99715,                0.99025,                0.99393,                 0.9709,                 0.2396,                0.18655,                0.77196,             0.00015741,             0.00015741,             0.00015741
                    244,                0.35871,                 0.3208,                0.89223,                0.99681,                  0.989,                0.99418,                0.97203,                 0.2382,                0.18414,                0.77155,             0.00015488,             0.00015488,             0.00015488
                    245,                0.36286,                0.31091,                0.89248,                0.99727,                0.99201,                0.99378,                0.97116,                0.23685,                 0.1836,                0.77119,             0.00015234,             0.00015234,             0.00015234
                    246,                0.36627,                0.31418,                0.89343,                0.99641,                 0.9916,                0.99361,                0.97191,                0.23663,                0.18337,                0.77081,              0.0001498,              0.0001498,              0.0001498
                    247,                0.34241,                0.30259,                0.87998,                0.99692,                0.99275,                0.99407,                 0.9729,                0.23563,                0.18084,                0.77077,             0.00014726,             0.00014726,             0.00014726
                    248,                0.35685,                0.31126,                0.89283,                0.99733,                0.99205,                0.99373,                0.97351,                0.23075,                0.18126,                 0.7706,             0.00014473,             0.00014473,             0.00014473
                    249,                0.35334,                0.31003,                0.89031,                0.99835,                0.99344,                0.99395,                0.97409,                0.23135,                0.17945,                0.76942,             0.00014219,             0.00014219,             0.00014219
                    250,                0.35227,                0.30766,                0.89539,                0.99734,                0.99225,                0.99331,                0.97299,                0.23074,                0.18014,                 0.7691,             0.00013965,             0.00013965,             0.00013965
                    251,                0.35579,                0.30412,                0.89448,                 0.9973,                0.99287,                0.99375,                0.97331,                0.23303,                0.18062,                0.76987,             0.00013711,             0.00013711,             0.00013711
                    252,                0.35407,                0.31109,                0.88844,                0.99622,                0.99425,                0.99423,                0.97423,                0.23019,                0.17875,                0.76907,             0.00013457,             0.00013457,             0.00013457
                    253,                0.35298,                0.30394,                0.88998,                0.99681,                0.99358,                0.99406,                0.97325,                0.22978,                0.17881,                0.76897,             0.00013204,             0.00013204,             0.00013204
                    254,                0.35668,                0.30267,                 0.8905,                0.99563,                0.99361,                0.99394,                0.97432,                0.23059,                0.17946,                0.76975,              0.0001295,              0.0001295,              0.0001295
                    255,                 0.3502,                 0.3103,                0.89534,                 0.9961,                0.99198,                0.99396,                0.97337,                0.22814,                0.17894,                 0.7697,             0.00012696,             0.00012696,             0.00012696
                    256,                0.33984,                0.30198,                0.88093,                0.99659,                0.99218,                0.99439,                0.97455,                 0.2268,                0.17831,                0.76934,             0.00012442,             0.00012442,             0.00012442
                    257,                0.33896,                0.30104,                0.88412,                0.99865,                0.98976,                0.99343,                0.97402,                 0.2284,                0.17888,                0.76943,             0.00012189,             0.00012189,             0.00012189
                    258,                0.34544,                0.30359,                0.88198,                0.99746,                0.99026,                0.99335,                0.97431,                  0.228,                0.17843,                0.77009,             0.00011935,             0.00011935,             0.00011935
                    259,                0.35236,                0.30748,                0.88439,                0.99814,                0.98997,                0.99349,                0.97334,                0.22692,                 0.1785,                0.76993,             0.00011681,             0.00011681,             0.00011681
                    260,                0.34355,                0.30121,                0.88587,                0.99665,                0.99337,                0.99392,                0.97397,                 0.2269,                0.17761,                0.76903,             0.00011427,             0.00011427,             0.00011427
                    261,                0.34156,                0.30166,                0.88712,                0.99682,                0.99295,                0.99397,                  0.974,                0.22725,                0.17631,                0.76933,             0.00011174,             0.00011174,             0.00011174
                    262,                0.33823,                0.29962,                0.88504,                0.99686,                0.99363,                0.99431,                0.97376,                0.22732,                0.17568,                0.76921,              0.0001092,              0.0001092,              0.0001092
                    263,                 0.3495,                0.30959,                0.89318,                0.99701,                 0.9926,                0.99381,                 0.9726,                0.22778,                0.17535,                0.76849,             0.00010666,             0.00010666,             0.00010666
                    264,                 0.3388,                0.29452,                0.88384,                 0.9977,                0.99268,                0.99404,                0.97361,                0.22572,                0.17408,                0.76823,             0.00010412,             0.00010412,             0.00010412
                    265,                0.35107,                0.30258,                 0.8873,                0.99783,                0.99236,                0.99361,                0.97384,                0.22718,                0.17444,                 0.7683,             0.00010158,             0.00010158,             0.00010158
                    266,                0.33594,                0.29072,                0.88309,                0.99767,                0.99229,                0.99367,                0.97367,                0.22589,                0.17542,                0.76821,             9.9047e-05,             9.9047e-05,             9.9047e-05
                    267,                0.33186,                0.28854,                 0.8804,                 0.9973,                0.99211,                 0.9936,                0.97414,                0.22543,                0.17396,                0.76821,              9.651e-05,              9.651e-05,              9.651e-05
                    268,                0.33247,                  0.284,                 0.8838,                0.99823,                 0.9909,                0.99364,                0.97481,                0.22302,                0.17175,                0.76785,             9.3972e-05,             9.3972e-05,             9.3972e-05
                    269,                0.34459,                0.30005,                0.89147,                0.99809,                0.99107,                0.99403,                 0.9744,                0.22264,                0.17229,                0.76792,             9.1434e-05,             9.1434e-05,             9.1434e-05
                    270,                0.33037,                 0.2771,                0.88319,                0.99661,                0.99267,                0.99413,                0.97467,                0.22392,                0.17311,                0.76796,             8.8896e-05,             8.8896e-05,             8.8896e-05
                    271,                0.34006,                0.28966,                0.88316,                0.99765,                0.99211,                 0.9936,                0.97454,                0.22196,                0.17248,                0.76716,             8.6359e-05,             8.6359e-05,             8.6359e-05
                    272,                0.34287,                0.29453,                0.88686,                0.99738,                  0.992,                0.99363,                0.97507,                0.22122,                0.17252,                0.76723,             8.3821e-05,             8.3821e-05,             8.3821e-05
                    273,                0.33214,                0.29091,                0.88229,                0.99749,                0.99322,                0.99414,                 0.9743,                0.22244,                0.17252,                0.76761,             8.1283e-05,             8.1283e-05,             8.1283e-05
                    274,                0.32761,                0.28394,                0.88317,                0.99821,                0.99264,                0.99366,                0.97522,                0.22188,                0.17137,                 0.7673,             7.8746e-05,             7.8746e-05,             7.8746e-05
                    275,                0.33594,                   0.28,                 0.8816,                0.99792,                0.99279,                0.99423,                0.97594,                0.22013,                0.17132,                0.76684,             7.6208e-05,             7.6208e-05,             7.6208e-05
                    276,                0.32379,                0.27652,                 0.8718,                0.99816,                0.99236,                0.99425,                0.97628,                0.21959,                0.17047,                0.76579,              7.367e-05,              7.367e-05,              7.367e-05
                    277,                0.33116,                 0.2843,                0.88271,                0.99817,                0.99193,                0.99481,                0.97612,                0.21907,                0.16975,                 0.7654,             7.1133e-05,             7.1133e-05,             7.1133e-05
                    278,                0.33466,                0.29249,                0.88295,                0.99847,                 0.9923,                0.99482,                0.97518,                0.22007,                0.17013,                0.76607,             6.8595e-05,             6.8595e-05,             6.8595e-05
                    279,                0.32556,                 0.2844,                0.88411,                0.99773,                0.99201,                0.99423,                0.97528,                0.22164,                0.17058,                0.76703,             6.6057e-05,             6.6057e-05,             6.6057e-05
                    280,                0.33088,                0.28879,                0.87885,                0.99779,                0.99195,                0.99477,                0.97547,                 0.2211,                0.17072,                0.76682,             6.3519e-05,             6.3519e-05,             6.3519e-05
                    281,                0.32585,                0.29399,                0.88218,                0.99734,                0.99223,                0.99476,                0.97642,                0.22092,                0.17048,                0.76698,             6.0982e-05,             6.0982e-05,             6.0982e-05
                    282,                0.33193,                0.28542,                0.88279,                0.99751,                0.99263,                0.99466,                0.97597,                0.22075,                0.17048,                0.76635,             5.8444e-05,             5.8444e-05,             5.8444e-05
                    283,                0.32459,                0.27699,                0.88431,                0.99768,                0.99255,                0.99421,                0.97607,                0.22097,                0.16978,                0.76619,             5.5906e-05,             5.5906e-05,             5.5906e-05
                    284,                0.32066,                0.27335,                0.87985,                0.99795,                0.99248,                0.99482,                 0.9769,                0.21867,                0.16874,                0.76582,             5.3369e-05,             5.3369e-05,             5.3369e-05
                    285,                 0.3202,                0.27409,                0.87735,                0.99813,                0.99219,                0.99484,                0.97687,                0.21863,                0.16894,                0.76558,             5.0831e-05,             5.0831e-05,             5.0831e-05
                    286,                0.33627,                0.29097,                0.88535,                 0.9976,                0.99239,                0.99472,                0.97722,                0.21696,                0.16831,                0.76514,             4.8293e-05,             4.8293e-05,             4.8293e-05
                    287,                0.32355,                0.27998,                0.87948,                0.99701,                0.99254,                0.99414,                0.97719,                0.21652,                0.16861,                0.76506,             4.5756e-05,             4.5756e-05,             4.5756e-05
                    288,                0.32431,                0.27483,                0.88907,                0.99738,                0.99208,                 0.9947,                0.97692,                0.21504,                0.16777,                0.76523,             4.3218e-05,             4.3218e-05,             4.3218e-05
                    289,                0.31928,                0.27113,                0.87686,                0.99754,                0.99203,                0.99469,                0.97715,                0.21659,                0.16768,                0.76514,              4.068e-05,              4.068e-05,              4.068e-05
                    290,                0.31972,                0.27969,                0.87796,                 0.9976,                0.99202,                0.99472,                0.97732,                0.21528,                0.16609,                0.76513,             3.8142e-05,             3.8142e-05,             3.8142e-05
                    291,                0.25529,                0.19995,                0.80832,                0.99822,                0.99169,                0.99465,                0.97716,                0.21184,                0.16779,                 0.7658,             3.5605e-05,             3.5605e-05,             3.5605e-05
                    292,                0.24793,                0.19271,                0.80904,                0.99801,                0.99249,                0.99398,                0.97634,                 0.2131,                0.17032,                0.76686,             3.3067e-05,             3.3067e-05,             3.3067e-05
                    293,                0.24339,                0.19362,                0.80898,                0.99832,                0.99158,                0.99394,                0.97671,                0.21292,                0.16982,                0.76684,             3.0529e-05,             3.0529e-05,             3.0529e-05
                    294,                0.23707,                0.18437,                0.81691,                0.99833,                0.99206,                  0.994,                0.97692,                0.21088,                0.16869,                0.76629,             2.7992e-05,             2.7992e-05,             2.7992e-05
                    295,                   0.24,                0.18578,                0.80969,                0.99833,                0.99215,                0.99409,                0.97747,                 0.2095,                0.16788,                0.76572,             2.5454e-05,             2.5454e-05,             2.5454e-05
                    296,                0.23509,                0.18464,                0.80653,                0.99869,                  0.991,                0.99408,                0.97772,                0.20887,                0.16791,                0.76549,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    297,                0.23219,                0.18119,                0.79788,                0.99846,                0.99105,                0.99402,                0.97739,                0.20917,                0.16779,                0.76532,             2.0379e-05,             2.0379e-05,             2.0379e-05
                    298,                0.23939,                0.18257,                  0.812,                0.99859,                0.99103,                0.99401,                0.97789,                0.20708,                0.16709,                0.76494,             1.7841e-05,             1.7841e-05,             1.7841e-05
                    299,                 0.2317,                0.18046,                0.80839,                0.99877,                0.99107,                0.99401,                0.97895,                0.20553,                0.16601,                0.76435,             1.5303e-05,             1.5303e-05,             1.5303e-05
                    300,                0.23231,                0.18113,                0.80168,                0.99885,                0.99102,                0.99398,                 0.9793,                0.20492,                0.16542,                0.76401,             1.2765e-05,             1.2765e-05,             1.2765e-05
