                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.44614,                0.46446,                0.95195,                0.99647,                0.98204,                0.99336,                0.95743,                0.27596,                0.21649,                0.78446,             0.00038835,             0.00038835,             0.00038835
                    153,                 0.4356,                0.43615,                0.94081,                0.99038,                 0.9856,                0.99273,                0.95784,                0.27218,                0.22024,                0.78251,             0.00038581,             0.00038581,             0.00038581
                    154,                0.43207,                0.44899,                0.94605,                0.98987,                0.98799,                0.99309,                0.95967,                0.27419,                0.21721,                0.78693,             0.00038327,             0.00038327,             0.00038327
                    155,                0.44224,                0.44374,                0.94794,                0.99543,                0.98801,                0.99358,                0.96059,                0.27305,                0.21274,                0.79016,             0.00038073,             0.00038073,             0.00038073
                    156,                0.42969,                0.42554,                0.94173,                0.99741,                0.98884,                0.99356,                0.95914,                0.27246,                0.21285,                0.78566,             0.00037819,             0.00037819,             0.00037819
                    157,                0.43488,                0.43116,                0.94148,                0.99063,                0.98906,                0.99455,                0.95823,                0.26977,                 0.2149,                0.78435,             0.00037566,             0.00037566,             0.00037566
                    158,                0.43529,                0.42375,                 0.9413,                0.99612,                0.98801,                0.99381,                0.95959,                0.26677,                0.20849,                0.78308,             0.00037312,             0.00037312,             0.00037312
                    159,                0.42983,                0.41258,                0.93109,                0.99785,                0.98901,                0.99373,                0.96303,                0.26638,                0.20544,                0.78219,             0.00037058,             0.00037058,             0.00037058
                    160,                0.41799,                0.40789,                0.93264,                0.99178,                0.98976,                 0.9944,                0.95993,                0.26629,                  0.207,                0.78221,             0.00036804,             0.00036804,             0.00036804
                    161,                0.42066,                0.41081,                0.93663,                0.99506,                0.98922,                 0.9938,                0.96146,                0.26525,                0.20511,                0.78292,             0.00036551,             0.00036551,             0.00036551
                    162,                0.41663,                0.40645,                0.93318,                0.99281,                0.98865,                0.99307,                0.95986,                0.26767,                0.20898,                0.78276,             0.00036297,             0.00036297,             0.00036297
                    163,                0.43052,                0.42661,                0.94339,                0.99448,                0.98866,                 0.9929,                0.96109,                0.26731,                0.20585,                0.78366,             0.00036043,             0.00036043,             0.00036043
                    164,                0.42373,                0.42673,                0.93426,                0.99476,                0.98833,                0.99372,                0.96144,                0.26059,                0.20434,                0.78092,             0.00035789,             0.00035789,             0.00035789
                    165,                0.42203,                0.41878,                0.93596,                0.99456,                0.99054,                0.99357,                0.96051,                0.26497,                0.20424,                0.78205,             0.00035535,             0.00035535,             0.00035535
                    166,                0.41724,                0.40757,                0.93466,                0.99521,                0.99121,                0.99352,                0.96361,                 0.2636,                0.20289,                0.78068,             0.00035282,             0.00035282,             0.00035282
                    167,                0.43146,                0.42166,                 0.9463,                0.99625,                0.99124,                 0.9941,                0.96383,                 0.2583,                0.20175,                 0.7807,             0.00035028,             0.00035028,             0.00035028
                    168,                0.41299,                0.40924,                0.93507,                0.99454,                0.98776,                0.99441,                0.96256,                 0.2593,                0.20072,                 0.7804,             0.00034774,             0.00034774,             0.00034774
                    169,                0.42171,                0.41517,                0.93758,                0.99756,                0.98639,                0.99407,                0.96143,                0.26433,                0.20287,                0.78352,              0.0003452,              0.0003452,              0.0003452
                    170,                0.41371,                0.40225,                0.92794,                 0.9966,                0.98696,                0.99443,                0.96441,                0.25915,                0.20207,                 0.7789,             0.00034267,             0.00034267,             0.00034267
                    171,                0.41273,                0.41024,                0.93083,                0.99552,                0.98973,                0.99427,                0.96454,                0.25853,                0.19687,                0.77705,             0.00034013,             0.00034013,             0.00034013
                    172,                0.41533,                0.39707,                0.93211,                0.99665,                0.98889,                0.99465,                 0.9637,                0.25927,                0.20056,                0.77994,             0.00033759,             0.00033759,             0.00033759
                    173,                0.40789,                 0.4011,                 0.9358,                0.99476,                0.98988,                0.99469,                0.96533,                0.25943,                0.20274,                0.77902,             0.00033505,             0.00033505,             0.00033505
                    174,                0.41185,                0.39711,                0.93026,                 0.9964,                0.98808,                0.99436,                0.96601,                0.25351,                0.19641,                  0.777,             0.00033252,             0.00033252,             0.00033252
                    175,                0.39711,                0.37974,                0.92628,                 0.9973,                0.98742,                0.99403,                  0.967,                0.25196,                0.19913,                0.78008,             0.00032998,             0.00032998,             0.00032998
                    176,                0.41415,                0.39813,                0.93173,                0.99553,                0.99053,                0.99435,                0.96606,                 0.2547,                0.20162,                0.77829,             0.00032744,             0.00032744,             0.00032744
                    177,                 0.4082,                 0.4017,                0.93322,                0.99499,                0.98917,                0.99433,                0.96556,                0.25308,                0.20166,                0.77766,              0.0003249,              0.0003249,              0.0003249
                    178,                0.40758,                0.39187,                0.92547,                0.99464,                0.99093,                0.99453,                0.96806,                0.24881,                0.19591,                0.77737,             0.00032236,             0.00032236,             0.00032236
                    179,                0.39843,                0.38316,                0.92387,                0.99378,                0.99145,                0.99459,                0.96593,                0.25399,                0.19844,                0.78283,             0.00031983,             0.00031983,             0.00031983
                    180,                0.41773,                0.40056,                0.93174,                0.99615,                 0.9879,                0.99355,                0.96537,                0.25326,                0.19603,                0.77976,             0.00031729,             0.00031729,             0.00031729
                    181,                0.39919,                0.38506,                0.92749,                0.99452,                 0.9912,                 0.9942,                0.96741,                0.24619,                0.19224,                0.77904,             0.00031475,             0.00031475,             0.00031475
                    182,                 0.4014,                0.39845,                0.92966,                0.99872,                0.99077,                0.99487,                0.96922,                0.24622,                0.19089,                0.77704,             0.00031221,             0.00031221,             0.00031221
                    183,                0.41115,                0.40401,                0.92894,                  0.998,                0.99078,                0.99429,                0.96883,                0.24844,                0.19036,                0.77774,             0.00030968,             0.00030968,             0.00030968
                    184,                0.40289,                0.38572,                0.93019,                0.99846,                0.98825,                0.99421,                0.96886,                0.24348,                0.19227,                0.77235,             0.00030714,             0.00030714,             0.00030714
                    185,                 0.3852,                 0.3833,                0.91504,                0.99599,                0.98968,                0.99458,                 0.9695,                0.24199,                0.18995,                0.77199,              0.0003046,              0.0003046,              0.0003046
                    186,                0.40185,                0.38481,                0.92643,                0.99429,                 0.9914,                 0.9946,                0.96934,                0.24491,                0.18977,                0.77254,             0.00030206,             0.00030206,             0.00030206
                    187,                0.38798,                0.37458,                0.92327,                0.99739,                0.98957,                0.99455,                0.96907,                0.24182,                0.18691,                0.77153,             0.00029953,             0.00029953,             0.00029953
                    188,                0.39585,                0.38058,                0.92185,                0.99511,                0.99145,                0.99455,                0.96769,                0.24401,                0.18867,                0.77432,             0.00029699,             0.00029699,             0.00029699
                    189,                0.39304,                0.37721,                0.92595,                0.99566,                0.99096,                0.99387,                0.96755,                0.24442,                0.19041,                0.77459,             0.00029445,             0.00029445,             0.00029445
                    190,                0.39305,                0.38126,                 0.9265,                0.99763,                0.98994,                0.99487,                0.96712,                0.24611,                0.18972,                0.77479,             0.00029191,             0.00029191,             0.00029191
                    191,                0.39573,                0.38476,                0.92477,                0.99287,                0.99122,                0.99473,                0.96872,                0.24351,                0.18788,                0.77266,             0.00028937,             0.00028937,             0.00028937
                    192,                0.40358,                0.38781,                0.92918,                0.99723,                0.99103,                 0.9937,                0.96992,                0.23796,                0.18282,                0.77025,             0.00028684,             0.00028684,             0.00028684
                    193,                0.38823,                0.37063,                0.92231,                  0.996,                0.98923,                0.99471,                0.96788,                0.24528,                0.18859,                0.77133,              0.0002843,              0.0002843,              0.0002843
                    194,                 0.3826,                0.36296,                0.91172,                0.99847,                0.98909,                0.99472,                0.96886,                0.24136,                0.18568,                 0.7703,             0.00028176,             0.00028176,             0.00028176
                    195,                0.39068,                0.37065,                0.92549,                0.99574,                0.99239,                0.99476,                 0.9685,                0.24183,                0.18649,                0.77157,             0.00027922,             0.00027922,             0.00027922
                    196,                0.38949,                0.36393,                0.92768,                0.99665,                 0.9946,                0.99462,                 0.9712,                0.23691,                 0.1837,                0.76924,             0.00027669,             0.00027669,             0.00027669
                    197,                0.38845,                0.36185,                0.91846,                0.99452,                0.99243,                0.99451,                0.96914,                0.24033,                0.18421,                0.76999,             0.00027415,             0.00027415,             0.00027415
                    198,                0.38857,                0.36321,                0.91657,                0.99401,                0.99041,                0.99472,                0.97154,                0.23282,                0.18182,                0.76767,             0.00027161,             0.00027161,             0.00027161
                    199,                0.38073,                0.36649,                0.91588,                0.99542,                0.99307,                0.99485,                0.97093,                0.23319,                0.18089,                0.76742,             0.00026907,             0.00026907,             0.00026907
                    200,                0.37915,                0.35908,                0.91309,                0.99526,                0.99253,                0.99473,                0.97238,                 0.2317,                0.18061,                0.76819,             0.00026654,             0.00026654,             0.00026654
                    201,                0.39293,                0.36746,                0.92725,                0.99712,                0.99089,                0.99461,                0.97091,                0.23109,                0.17841,                0.76967,               0.000264,               0.000264,               0.000264
                    202,                0.36744,                0.34104,                0.90219,                0.99686,                0.99189,                0.99474,                0.97195,                0.23621,                0.17974,                0.77501,             0.00026146,             0.00026146,             0.00026146
                    203,                0.37855,                0.34955,                0.91665,                 0.9972,                0.99329,                 0.9948,                0.97274,                0.23059,                0.17983,                0.77327,             0.00025892,             0.00025892,             0.00025892
                    204,                0.37722,                0.35208,                0.91892,                0.99714,                0.99357,                0.99489,                0.97293,                0.22332,                0.17497,                0.76702,             0.00025638,             0.00025638,             0.00025638
                    205,                0.38551,                0.35825,                0.91704,                0.99616,                0.99342,                0.99402,                0.97242,                0.22909,                0.17616,                0.76832,             0.00025385,             0.00025385,             0.00025385
                    206,                 0.3662,                0.36256,                0.91443,                0.99622,                0.99195,                0.99446,                 0.9706,                 0.2335,                0.17674,                0.77062,             0.00025131,             0.00025131,             0.00025131
                    207,                0.35867,                0.34461,                0.90687,                0.99529,                0.99445,                0.99442,                0.97237,                0.22949,                0.17437,                0.76846,             0.00024877,             0.00024877,             0.00024877
                    208,                0.37095,                0.34953,                0.91594,                0.99731,                0.99253,                0.99485,                0.97345,                0.22445,                0.17472,                0.76691,             0.00024623,             0.00024623,             0.00024623
                    209,                 0.3756,                0.35231,                 0.9178,                0.99679,                0.99467,                0.99458,                0.97408,                0.22285,                0.17219,                 0.7662,              0.0002437,              0.0002437,              0.0002437
                    210,                0.37347,                0.35224,                0.92479,                0.99787,                0.99264,                0.99471,                0.97413,                0.22613,                0.17309,                 0.7683,             0.00024116,             0.00024116,             0.00024116
                    211,                 0.3616,                0.34222,                0.91121,                0.99769,                0.99229,                0.99457,                0.97362,                0.22243,                0.17161,                0.76645,             0.00023862,             0.00023862,             0.00023862
                    212,                0.36472,                0.34666,                0.91134,                0.99808,                0.99123,                0.99401,                0.97488,                0.22023,                0.17015,                0.76514,             0.00023608,             0.00023608,             0.00023608
                    213,                0.36824,                 0.3467,                0.90992,                0.99842,                0.99202,                 0.9943,                0.97441,                0.22303,                0.17176,                0.76519,             0.00023355,             0.00023355,             0.00023355
                    214,                0.35839,                0.33637,                0.91023,                0.99576,                0.99264,                0.99369,                0.97526,                0.21921,                0.16801,                0.76472,             0.00023101,             0.00023101,             0.00023101
                    215,                0.36624,                0.34207,                0.90788,                 0.9985,                0.98964,                 0.9944,                0.97506,                0.21796,                0.16814,                0.76436,             0.00022847,             0.00022847,             0.00022847
                    216,                0.36967,                0.34657,                0.91987,                0.99495,                0.99331,                0.99456,                0.97464,                0.21914,                0.16817,                0.76464,             0.00022593,             0.00022593,             0.00022593
                    217,                0.35732,                0.32884,                0.90726,                0.99689,                 0.9938,                0.99439,                0.97372,                0.22384,                0.17021,                0.76678,             0.00022339,             0.00022339,             0.00022339
                    218,                0.35928,                0.34111,                0.90866,                0.99616,                0.99294,                0.99448,                0.97509,                0.22119,                0.16916,                0.76535,             0.00022086,             0.00022086,             0.00022086
                    219,                0.36759,                0.34013,                0.91151,                0.99564,                 0.9927,                0.99426,                0.97434,                0.21862,                0.16974,                0.76582,             0.00021832,             0.00021832,             0.00021832
                    220,                0.36615,                0.34043,                0.91344,                 0.9973,                0.99236,                0.99471,                0.97429,                 0.2216,                0.16811,                 0.7647,             0.00021578,             0.00021578,             0.00021578
                    221,                0.34864,                0.32645,                0.90333,                 0.9972,                0.99262,                0.99489,                0.97567,                0.21445,                0.16506,                0.76391,             0.00021324,             0.00021324,             0.00021324
                    222,                0.36136,                0.33328,                0.90966,                0.99682,                0.99338,                0.99475,                 0.9755,                0.21668,                0.16767,                0.76337,             0.00021071,             0.00021071,             0.00021071
                    223,                0.35365,                0.33398,                0.90692,                0.99606,                0.99399,                0.99469,                0.97492,                0.22087,                0.16823,                0.76387,             0.00020817,             0.00020817,             0.00020817
                    224,                0.34429,                0.32253,                0.90091,                0.99733,                0.99356,                 0.9947,                0.97518,                0.21577,                0.16541,                0.76356,             0.00020563,             0.00020563,             0.00020563
                    225,                0.35556,                0.33364,                 0.9077,                0.99753,                0.99355,                0.99453,                0.97543,                0.21742,                0.16605,                0.76407,             0.00020309,             0.00020309,             0.00020309
                    226,                0.36494,                0.33517,                0.90609,                0.99811,                0.99167,                0.99471,                0.97554,                0.21479,                0.16699,                0.76388,             0.00020056,             0.00020056,             0.00020056
                    227,                0.35295,                0.32614,                0.90792,                0.99761,                0.99209,                0.99479,                0.97487,                0.21342,                0.16514,                0.76221,             0.00019802,             0.00019802,             0.00019802
                    228,                0.34758,                0.31915,                0.89742,                0.99674,                0.99272,                0.99474,                0.97514,                0.21511,                0.16614,                0.76312,             0.00019548,             0.00019548,             0.00019548
                    229,                0.34775,                0.31448,                 0.9038,                0.99925,                0.99016,                0.99484,                0.97691,                0.21308,                0.16606,                0.76205,             0.00019294,             0.00019294,             0.00019294
                    230,                0.35004,                0.32871,                0.90497,                0.99677,                0.99173,                0.99484,                0.97715,                0.20914,                0.16241,                0.76126,              0.0001904,              0.0001904,              0.0001904
                    231,                0.35066,                0.33736,                0.90936,                0.99768,                0.99144,                0.99456,                0.97719,                0.20846,                0.16142,                0.76091,             0.00018787,             0.00018787,             0.00018787
                    232,                0.36182,                0.33321,                0.91724,                 0.9989,                0.99128,                0.99433,                 0.9754,                0.21054,                0.16503,                0.76277,             0.00018533,             0.00018533,             0.00018533
                    233,                0.34188,                0.32097,                0.90218,                0.99797,                0.99174,                0.99438,                0.97723,                 0.2075,                0.16171,                0.76262,             0.00018279,             0.00018279,             0.00018279
                    234,                0.34065,                0.31005,                0.89959,                0.99635,                0.99332,                0.99445,                0.97612,                 0.2137,                0.16233,                0.76403,             0.00018025,             0.00018025,             0.00018025
                    235,                0.34271,                0.31343,                0.90502,                0.99699,                0.99319,                0.99455,                0.97676,                0.20959,                0.15943,                0.76268,             0.00017772,             0.00017772,             0.00017772
                    236,                0.34763,                0.31798,                0.90816,                0.99778,                0.99078,                0.99435,                0.97735,                0.21101,                0.16158,                0.76211,             0.00017518,             0.00017518,             0.00017518
                    237,                0.34027,                0.30543,                0.90101,                0.99646,                0.99474,                0.99452,                0.97723,                0.20829,                0.15954,                0.76177,             0.00017264,             0.00017264,             0.00017264
                    238,                0.33137,                0.30032,                0.90009,                 0.9959,                0.99262,                0.99471,                0.97729,                0.20656,                0.15869,                0.76086,              0.0001701,              0.0001701,              0.0001701
                    239,                0.34369,                0.31376,                0.90084,                  0.998,                0.99252,                0.99449,                0.97604,                0.20615,                0.15838,                0.76051,             0.00016757,             0.00016757,             0.00016757
                    240,                0.33088,                0.29525,                0.89648,                0.99787,                0.99226,                0.99442,                0.97758,                0.20407,                0.15635,                0.75971,             0.00016503,             0.00016503,             0.00016503
                    241,                0.33643,                0.29788,                0.90167,                0.99835,                 0.9923,                 0.9945,                0.97812,                0.20397,                0.15629,                0.75875,             0.00016249,             0.00016249,             0.00016249
                    242,                0.33504,                 0.3061,                0.90553,                 0.9987,                 0.9927,                0.99445,                0.97795,                0.20228,                0.15476,                0.75845,             0.00015995,             0.00015995,             0.00015995
                    243,                0.33303,                0.31065,                0.90802,                0.99787,                0.99229,                 0.9944,                0.97727,                0.20621,                0.15532,                0.76086,             0.00015741,             0.00015741,             0.00015741
                    244,                0.33144,                0.30596,                0.89783,                0.99767,                 0.9934,                 0.9948,                0.97743,                0.20417,                0.15523,                0.76131,             0.00015488,             0.00015488,             0.00015488
                    245,                0.33963,                0.30361,                0.90286,                 0.9975,                0.99298,                0.99477,                  0.978,                0.20443,                0.15606,                0.76169,             0.00015234,             0.00015234,             0.00015234
                    246,                0.33433,                0.31197,                0.89984,                 0.9982,                0.99191,                0.99457,                0.97716,                0.20541,                0.15624,                0.76216,              0.0001498,              0.0001498,              0.0001498
                    247,                0.32116,                0.30147,                0.88844,                0.99795,                0.99182,                0.99447,                  0.977,                0.20365,                0.15531,                0.76114,             0.00014726,             0.00014726,             0.00014726
                    248,                0.33507,                0.29844,                0.89896,                0.99897,                0.99173,                0.99437,                0.97789,                0.20715,                0.15635,                0.76122,             0.00014473,             0.00014473,             0.00014473
                    249,                0.32781,                0.29519,                0.89624,                0.99698,                 0.9941,                0.99469,                0.97942,                0.20022,                0.15198,                0.75849,             0.00014219,             0.00014219,             0.00014219
                    250,                0.32025,                0.29222,                0.89561,                0.99908,                0.99147,                0.99445,                0.97838,                0.20245,                0.15262,                0.75859,             0.00013965,             0.00013965,             0.00013965
                    251,                0.32638,                0.29654,                0.89896,                0.99701,                0.99366,                0.99396,                0.97738,                0.20316,                0.15233,                0.75911,             0.00013711,             0.00013711,             0.00013711
                    252,                0.32579,                0.30731,                0.89603,                0.99703,                0.99248,                0.99392,                0.97825,                0.20028,                0.15314,                0.75878,             0.00013457,             0.00013457,             0.00013457
                    253,                0.33081,                0.29729,                 0.8985,                0.99733,                0.99367,                0.99465,                0.97857,                0.20094,                 0.1534,                0.75861,             0.00013204,             0.00013204,             0.00013204
                    254,                0.32414,                0.29216,                0.89212,                0.99796,                0.99325,                0.99457,                0.97853,                0.19932,                0.15298,                 0.7584,              0.0001295,              0.0001295,              0.0001295
                    255,                0.32616,                0.29962,                0.90292,                0.99763,                0.99324,                0.99446,                0.97811,                0.20068,                0.15249,                0.75794,             0.00012696,             0.00012696,             0.00012696
                    256,                0.31659,                0.29289,                0.88976,                0.99727,                0.99374,                0.99448,                0.97787,                0.20132,                0.15287,                0.75807,             0.00012442,             0.00012442,             0.00012442
                    257,                0.31325,                0.28652,                0.88989,                0.99749,                0.99494,                0.99447,                0.97868,                0.19769,                0.15131,                0.75755,             0.00012189,             0.00012189,             0.00012189
                    258,                0.32349,                 0.2906,                0.89017,                0.99766,                0.99498,                0.99455,                 0.9791,                0.19676,                 0.1511,                0.75742,             0.00011935,             0.00011935,             0.00011935
                    259,                0.31921,                0.29093,                0.88574,                0.99839,                0.99339,                0.99441,                0.97862,                0.19801,                0.15019,                0.75707,             0.00011681,             0.00011681,             0.00011681
                    260,                 0.3168,                0.28757,                0.89207,                 0.9983,                0.99331,                0.99443,                0.97886,                0.19644,                0.15016,                0.75625,             0.00011427,             0.00011427,             0.00011427
                    261,                 0.3174,                0.29075,                0.89479,                0.99832,                0.99342,                0.99445,                0.97867,                0.19813,                0.15075,                0.75729,             0.00011174,             0.00011174,             0.00011174
                    262,                0.31533,                0.28853,                0.89398,                0.99686,                0.99448,                0.99469,                0.97922,                0.19735,                0.15059,                0.75724,              0.0001092,              0.0001092,              0.0001092
                    263,                 0.3228,                0.29635,                0.90251,                 0.9977,                0.99422,                0.99471,                0.97956,                0.19692,                0.15071,                0.75733,             0.00010666,             0.00010666,             0.00010666
                    264,                0.31074,                0.28563,                 0.8911,                0.99728,                 0.9947,                0.99443,                 0.9787,                0.19547,                0.14875,                0.75641,             0.00010412,             0.00010412,             0.00010412
                    265,                0.32525,                0.29243,                0.89243,                0.99782,                0.99441,                0.99446,                 0.9792,                0.19442,                0.14767,                0.75554,             0.00010158,             0.00010158,             0.00010158
                    266,                0.31428,                0.28559,                0.89032,                0.99734,                0.99405,                0.99445,                0.97902,                0.19565,                0.14681,                0.75572,             9.9047e-05,             9.9047e-05,             9.9047e-05
                    267,                0.31048,                0.27612,                0.89157,                0.99776,                0.99384,                0.99449,                0.97935,                0.19443,                 0.1464,                0.75579,              9.651e-05,              9.651e-05,              9.651e-05
                    268,                0.30368,                0.26935,                0.88605,                0.99838,                0.99369,                0.99448,                0.98004,                0.19137,                0.14606,                0.75587,             9.3972e-05,             9.3972e-05,             9.3972e-05
                    269,                0.31404,                0.28485,                0.89833,                0.99804,                0.99353,                0.99446,                0.98002,                0.19219,                0.14578,                0.75596,             9.1434e-05,             9.1434e-05,             9.1434e-05
                    270,                0.30176,                0.27021,                0.88608,                0.99785,                0.99389,                0.99439,                0.97995,                0.19564,                0.14488,                0.75596,             8.8896e-05,             8.8896e-05,             8.8896e-05
                    271,                0.31358,                0.28038,                0.89067,                0.99805,                0.99342,                 0.9945,                0.98091,                0.19084,                0.14536,                0.75512,             8.6359e-05,             8.6359e-05,             8.6359e-05
                    272,                0.31434,                0.28216,                0.89014,                0.99785,                0.99343,                0.99452,                0.98075,                0.19092,                0.14626,                0.75554,             8.3821e-05,             8.3821e-05,             8.3821e-05
                    273,                0.30505,                0.27748,                0.88951,                0.99728,                0.99394,                0.99453,                0.98054,                0.19006,                 0.1453,                0.75489,             8.1283e-05,             8.1283e-05,             8.1283e-05
                    274,                0.30226,                0.26998,                0.89086,                0.99713,                0.99396,                 0.9946,                0.97977,                0.19001,                0.14388,                 0.7547,             7.8746e-05,             7.8746e-05,             7.8746e-05
                    275,                0.30521,                0.27395,                0.88651,                0.99732,                0.99444,                0.99452,                0.98001,                0.18932,                0.14469,                0.75488,             7.6208e-05,             7.6208e-05,             7.6208e-05
                    276,                0.29294,                0.26362,                0.87696,                0.99826,                0.99421,                0.99453,                0.98047,                0.18984,                0.14534,                0.75581,              7.367e-05,              7.367e-05,              7.367e-05
                    277,                0.30235,                  0.273,                0.88765,                0.99757,                0.99416,                0.99451,                0.98072,                0.18871,                 0.1449,                0.75551,             7.1133e-05,             7.1133e-05,             7.1133e-05
                    278,                0.30837,                 0.2815,                0.88603,                0.99786,                0.99361,                0.99455,                 0.9806,                0.18913,                0.14423,                0.75497,             6.8595e-05,             6.8595e-05,             6.8595e-05
                    279,                0.30064,                0.27231,                0.89035,                0.99805,                0.99415,                0.99456,                0.98018,                0.19022,                0.14434,                0.75488,             6.6057e-05,             6.6057e-05,             6.6057e-05
                    280,                0.29976,                0.27139,                0.87972,                0.99712,                 0.9953,                0.99453,                0.98038,                0.18863,                0.14366,                 0.7546,             6.3519e-05,             6.3519e-05,             6.3519e-05
                    281,                0.29803,                0.27649,                0.88644,                0.99722,                0.99514,                0.99455,                0.98035,                0.18836,                0.14412,                0.75455,             6.0982e-05,             6.0982e-05,             6.0982e-05
                    282,                0.30056,                 0.2653,                0.88659,                0.99797,                  0.995,                0.99458,                0.98036,                0.18748,                0.14318,                 0.7548,             5.8444e-05,             5.8444e-05,             5.8444e-05
                    283,                0.29759,                0.26256,                0.88985,                0.99765,                0.99529,                0.99461,                0.98088,                 0.1879,                0.14323,                0.75484,             5.5906e-05,             5.5906e-05,             5.5906e-05
                    284,                0.29293,                0.25403,                0.88035,                0.99763,                0.99541,                0.99461,                0.98085,                0.18866,                0.14308,                0.75454,             5.3369e-05,             5.3369e-05,             5.3369e-05
                    285,                0.29523,                0.26105,                0.88603,                0.99783,                0.99506,                0.99457,                0.98096,                0.18561,                0.14238,                 0.7538,             5.0831e-05,             5.0831e-05,             5.0831e-05
                    286,                 0.3055,                0.27254,                0.88901,                0.99782,                 0.9949,                0.99459,                0.98103,                0.18616,                0.14211,                0.75367,             4.8293e-05,             4.8293e-05,             4.8293e-05
                    287,                0.29318,                0.26245,                0.88333,                0.99788,                0.99405,                0.99457,                0.98146,                0.18506,                0.14251,                0.75341,             4.5756e-05,             4.5756e-05,             4.5756e-05
                    288,                0.28901,                 0.2601,                0.88938,                0.99744,                0.99436,                0.99457,                0.98174,                0.18519,                0.14161,                0.75324,             4.3218e-05,             4.3218e-05,             4.3218e-05
                    289,                0.29102,                0.25691,                0.88033,                0.99703,                0.99507,                0.99452,                0.98156,                0.18409,                0.14072,                0.75332,              4.068e-05,              4.068e-05,              4.068e-05
                    290,                0.28879,                0.26605,                0.88014,                  0.997,                0.99506,                0.99452,                0.98176,                0.18398,                0.14035,                0.75321,             3.8142e-05,             3.8142e-05,             3.8142e-05
                    291,                0.21405,                0.16847,                0.79996,                0.99722,                0.99457,                0.99464,                0.98212,                0.17757,                0.13985,                0.75293,             3.5605e-05,             3.5605e-05,             3.5605e-05
                    292,                0.21342,                0.16197,                0.79978,                0.99593,                0.99573,                0.99456,                0.98151,                0.17974,                0.14121,                0.75327,             3.3067e-05,             3.3067e-05,             3.3067e-05
                    293,                0.20941,                0.16018,                0.80221,                0.99686,                0.99456,                0.99454,                0.98096,                0.18001,                0.14103,                0.75326,             3.0529e-05,             3.0529e-05,             3.0529e-05
                    294,                 0.2037,                0.15492,                0.81094,                0.99699,                 0.9956,                0.99466,                0.98145,                0.17873,                0.14033,                0.75305,             2.7992e-05,             2.7992e-05,             2.7992e-05
                    295,                0.20624,                0.16137,                0.80463,                0.99699,                0.99573,                0.99468,                0.98242,                0.17571,                0.13986,                0.75253,             2.5454e-05,             2.5454e-05,             2.5454e-05
                    296,                0.19848,                0.15603,                 0.7991,                0.99854,                0.99413,                0.99468,                0.98233,                0.17521,                0.13964,                0.75258,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    297,                0.19901,                0.15175,                 0.7923,                0.99811,                 0.9946,                0.99469,                0.98272,                0.17497,                0.13919,                0.75255,             2.0379e-05,             2.0379e-05,             2.0379e-05
                    298,                0.20251,                0.15591,                0.80485,                0.99827,                0.99453,                 0.9947,                0.98299,                0.17445,                0.13964,                0.75249,             1.7841e-05,             1.7841e-05,             1.7841e-05
                    299,                0.19765,                0.15256,                 0.8021,                0.99777,                0.99452,                 0.9947,                0.98276,                0.17341,                0.13876,                 0.7522,             1.5303e-05,             1.5303e-05,             1.5303e-05
                    300,                0.19781,                0.14975,                0.79421,                0.99796,                0.99436,                 0.9947,                0.98283,                0.17244,                0.13847,                0.75207,             1.2765e-05,             1.2765e-05,             1.2765e-05
